number,name,link,tob,cate,season,situation,gender,tag,attr,nouns
628,테이크이지(TAKEASY) 솔리드 옥스포드 오버셔츠(자수버전/스카이블루),https://store.musinsa.com/app/goods/2057389,top,shirt,spring,office,남,남방 캐주얼셔츠 오버핏셔츠 셔츠 긴팔셔츠 남자셔츠 옥스포드셔츠,Dress Shirts Long Sleeved Male,테이크 이지 솔리드 옥스포드 오버 셔츠 자수 버전 스카이 블루 남방 캐주얼 셔츠 셔츠 긴팔 셔츠 남자 셔츠 옥스포드 셔츠 
629,무신사 스탠다드(MUSINSA STANDARD) 릴렉스 핏 워시드 데님 셔츠 [라이트 인디고],https://store.musinsa.com/app/goods/1152778,top,shirt,spring,office,남,데님컬렉션 루즈핏 사계절 오버핏 청 긴팔셔츠,Collared Dress Shirts Long Sleeved Male,신사 릴 렉스 데님 셔츠 라이트 인디고 데님 컬렉션 사계절 청 긴팔 셔츠 
630,수아레(SUARE) [리뉴얼 ver.] 린넨 카라 하프 니트 - 8 COLOR,https://store.musinsa.com/app/goods/1954316,top,sweater,spring,casual,남,여름니트 반팔 카라티 남자니트 반팔니트 피케니트 카라,Long Sleeved Male,수 아 레 리 뉴 얼 린네 카라 하프 니트 여름 니트 반팔 카라 티 남자 니트 반팔 니트 피 니트 카라 
631,미나브(MINAV) [미나브X깡스타일리스트] 코튼모달 미니멀 와플 하프니트 [스카이블루],https://store.musinsa.com/app/goods/2477598,top,sweater,spring,casual,남,티셔츠 반팔티셔츠 반팔 반팔티 깡스타일리스트 미나브×깡스타일리스트 반팔니트,Female Long Sleeved Round Neck,미나브 미나브 깡 스타일 리스트 코트 모 달 미니 멀 와플 하프 니트 스카이 블루 티셔츠 반팔 티셔츠 반팔 반팔 티 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
632,이에스엔(ESN) [세트]  하프 폴라 니트 티셔츠,https://store.musinsa.com/app/goods/659554,top,sweater,spring,casual,남,모크넥 목폴라 반폴라 터틀넥,Black Female,세트 하프 폴라 니트 목 폴라 폴라 터틀넥 
633,미나브(MINAV) [미나브X깡스타일리스트] 코튼모달 미니멀 와플 하프니트 [블랙],https://store.musinsa.com/app/goods/2477594,top,sweater,spring,casual,남,반팔티추천 반팔티셔츠 반팔 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female Long Sleeved,미나브 미나브 깡 스타일 리스트 코트 모 달 미니 멀 와플 하프 니트 블랙 반팔 티 추천 반팔 티셔츠 반팔 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
634,미나브(MINAV) [미나브X깡스타일리스트] 코튼모달 미니멀 와플 하프니트 [아이보리],https://store.musinsa.com/app/goods/2477601,top,sweater,spring,casual,남,여름반팔티 반팔 반팔티 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female Long Sleeved,미나브 미나브 깡 스타일 리스트 코트 모 달 미니 멀 와플 하프 니트 아이보리 여름 반팔 티 반팔 반팔 티 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
635,미나브(MINAV) [미나브X깡스타일리스트] 코튼모달 미니멀 와플 하프니트 [그린],https://store.musinsa.com/app/goods/2477599,top,sweater,spring,casual,남,반팔 반팔티 여름반팔 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female Long Sleeved Round Neck,미나브 미나브 깡 스타일 리스트 코트 모 달 미니 멀 와플 하프 니트 그린 반팔 반팔 티 여름 반팔 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
636,미나브(MINAV) [미나브X깡스타일리스트] 코튼모달 미니멀 와플 하프니트 [브라운],https://store.musinsa.com/app/goods/2477596,top,sweater,spring,casual,남,반팔티 반팔 티셔츠 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female Long Sleeved,미나브 미나브 깡 스타일 리스트 코트 모 달 미니 멀 와플 하프 니트 브라운 반팔 티 반팔 티셔츠 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
637,수아레(SUARE) 쿨썸머 린넨 니트 - 5 COLOR,https://store.musinsa.com/app/goods/2459209,top,sweater,spring,casual,남,반팔 긴팔 니트 여름니트 봄니트 스웨터 린넨,Long Sleeved Male Round Neck,수 아 레 린네 니트 반팔 긴팔 니트 여름 니트 봄 니트 스웨터 린네 
638,수아레(SUARE) 워셔블 하찌 니트 - 10 COLOR,https://store.musinsa.com/app/goods/2396645,top,sweater,spring,casual,남,니트 스웨터 긴팔니트 오버핏니트 기본니트 봄니트 남자니트,Female Round Neck,수 아 레 하 찌 니트 니트 스웨터 긴팔 니트 기본 니트 봄 니트 남자 니트 
639,엘무드(LMOOD) 화란 세미오버 니트 블랙,https://store.musinsa.com/app/goods/1139175,top,sweater,spring,casual,공용,니트 미니멀 화란 울니트 오버핏니트 니트컬렉션 라운드넥,Female Long Sleeved,엘 무드 화란 세미 오버 니트 블랙 니트 미니 멀 화란 니트 니트 컬렉션 
640,굿라이프웍스(GLW) 유니섹스 브이넥 니트 베스트 그레이,https://store.musinsa.com/app/goods/1293408,top,sweater,spring,casual,남,니트베스트 니트조끼 브이넥 조끼 베스트 오버핏베스트 니트,Female Long Sleeved,유니섹스 니트 베스트 그레이 니트 베스트 니트 조끼 조끼 베스트 니트 
641,키뮤어(KIIMUIR) [WOOL LIKE] 이레귤러 스트라이프 니트 베스트_민트그린,https://store.musinsa.com/app/goods/2368775,top,sweater,spring,casual,공용,니트베스트 니트조끼 브이넥 조끼 베스트 오버핏 니트,Female Round Neck,이레 귤 러 스트라이프 니트 베스트 민트 그린 니트 베스트 니트 조끼 조끼 베스트 니트 
642,수아레(SUARE) 하프 터틀넥 니트 세트,https://store.musinsa.com/app/goods/1558847,top,sweater,spring,casual,남,긴팔티 니트 드랍숄더 모크넥 목폴라 긴팔티셔츠 오버핏 터틀넥,Female Long Sleeved Round Neck,수 아 레 하프 터틀넥 니트 세트 긴팔 티 니트 더 목 폴라 긴팔 티셔츠 터틀넥 
643,드로우핏(DRAW FIT) [드로우핏X깡스타일리스트] 모크넥 니트 티셔츠 SET,https://store.musinsa.com/app/goods/2139133,top,sweater,spring,casual,남,깡스타일리스트 모크넥 반폴라 롱슬리브 목폴라티 터틀넥 니트,Long Sleeved,니트 티셔츠 깡 스타일 리스트 폴라 목 폴라 티 터틀넥 니트 
644,이에스엔(ESN) 하프 폴라 니트 티셔츠 블랙,https://store.musinsa.com/app/goods/645611,top,sweater,spring,casual,남,모크넥 목폴라 반폴라 터틀넥,Black Female,하프 폴라 니트 티셔츠 목 폴라 폴라 터틀넥 
645,블론드나인(BLOND9) 크루넥 리브 니트 스웨터_블랙,https://store.musinsa.com/app/goods/1710327,top,sweater,spring,casual,남,스웨터 니트 오버핏니트 남자니트 라운드넥니트 오버핏 라운드넥,Long Sleeved,블론드 나인 니트 스웨터 블랙 스웨터 니트 남자 니트 
646,커스텀어클락(COSTUME O’CLOCK) 쿨 소프트 숏 슬리브 카라 니트 블랙,https://store.musinsa.com/app/goods/1057244,top,sweater,spring,casual,남,반팔니트 스탠다드 여름니트 카라티 피케셔츠 PK셔츠 오픈카라티,Long Sleeved,쿠 소프트 숏 카라 니트 블랙 반팔 니트 여름 니트 카라 티 피 셔츠 셔츠 오픈 카라 티 
647,블론드나인(BLOND9) 크루넥 리브 니트 스웨터_브라운,https://store.musinsa.com/app/goods/1710495,top,sweater,spring,casual,남,스웨터 니트 남자니트 오버핏니트 하찌니트 오버핏 라운드넥,Female,블론드 나인 니트 스웨터 브라운 스웨터 니트 남자 니트 하 찌 니트 
648,엑스톤즈(XTONZ) XTK016 대퍼딜 꽈배기 니트 (KHAKI),https://store.musinsa.com/app/goods/1942725,top,sweater,spring,casual,남,카라니트 여름니트 카라티 피케티 반팔니트 반팔 반팔니트카라티,Female,엑스 톤즈 디 꽈배기 니트 카라 니트 여름 니트 카라 티 피 티 반팔 니트 반팔 반팔 니트 카라 티 
649,엘무드(LMOOD) 화란 세미오버 니트 크림,https://store.musinsa.com/app/goods/1139101,top,sweater,spring,casual,공용,니트 미니멀 화란 울니트 오버핏니트 니트컬렉션 라운드넥,Female Long Sleeved,엘 무드 화란 세미 오버 니트 크림 니트 미니 멀 화란 니트 니트 컬렉션 
650,드로우핏(DRAW FIT) 오버사이즈 집업 카라 터틀넥 니트 [M.GREY],https://store.musinsa.com/app/goods/2226767,top,sweater,spring,casual,남,터틀넥 하프집업 니트 목폴라 니트집업 남자니트 반집업,Hoodies & Sweatshirts Long Sleeved Round Neck,오버 사이즈 집 업 카라 터틀넥 니트 터틀넥 하프 집 업 니트 목 폴라 니트 집 업 남자 니트 집 업 
651,테이크이지(TAKEASY) 램스울 크루넥 오버니트(연차콜),https://store.musinsa.com/app/goods/1599217,top,sweater,spring,casual,남,스웨터 라운드니트 데일리 남자니트 니트 오버핏니트 니트컬렉션,Long Sleeved Male Round Neck,테이크 이지 오버 니트 연차 콜 스웨터 라운드 니트 데일리 남자 니트 니트 니트 컬렉션 
652,드로우핏(DRAW FIT) [드로우핏X깡스타일리스트] 터틀넥 니트 티셔츠 SET,https://store.musinsa.com/app/goods/2139144,top,sweater,spring,casual,남,깡스타일리스트 모크넥 터틀넥 롱슬리브 목폴라티 니트 드로우핏×깡스타일리스트,Female Long Sleeved Round Neck,터틀넥 니트 티셔츠 깡 스타일 리스트 터틀넥 목 폴라 티 니트 
653,니티드(KNITTED) 소프트코튼 드랍숄더 오버핏 와플 니트 BLACK,https://store.musinsa.com/app/goods/606067,top,sweater,spring,casual,공용,니트 라운드니트 남자니트 스웨터 하찌니트 니트컬렉션,,티 드 소프트 코트 더 와플 니트 니트 라운드 니트 남자 니트 스웨터 하 찌 니트 니트 컬렉션 
654,나이스고스트클럽(NICE GHOST CLUB) 구미 베어 니트 하프 티_네이비(NG2CSUK630A),https://store.musinsa.com/app/goods/2295844,top,sweater,spring,casual,남,기본니트 니트 봄니트 여름니트 니트웨어 반팔,Cotton Printed Round Neck,나이스 고스트 클럽 구미 베어 니트 하프 티 이비 기본 니트 니트 봄 니트 여름 니트 니트웨어 반팔 
655,메종미네드(MAISON MINED) MIXED BOUCLE KNIT LONG SLEEVE BLACK,https://store.musinsa.com/app/goods/1554514,top,sweater,spring,casual,남,메종미네드20FW 오버핏 부클 스트라이프 믹스스트라이프 드롭숄더 베이식,Female Furry Long Sleeved,메 종 미 드 메 종 미 드 20 FW 부 스트라이프 믹스 스트라이프 드 롭 쇼 더 베이식 
656,쿠어(COOR) 탑필 울 라운드 니트 (웜샌드),https://store.musinsa.com/app/goods/1548457,top,sweater,spring,casual,공용,니트 오버사이즈니트 울니트 울라운드니트 쿠어니트 니트컬렉션 쿠어니트컬렉션,Female Long Sleeved,쿠어 탑 필 라운드 니트 오버 사이즈 니트 니트 울 라운드 니트 쿠어 니트 니트 컬렉션 쿠어 니트 컬렉션 
657,어반드레스(AVANDRESS) 플랙스 라운드 니트 반팔 블랙,https://store.musinsa.com/app/goods/1936829,top,sweater,spring,casual,남,반팔 라운드니트 봄니트 반팔니트 여름니트 남자니트,Short Sleeves,어 반 드레스 라운드 니트 반팔 블랙 반팔 라운드 니트 봄 니트 반팔 니트 여름 니트 남자 니트 
658,드로우핏(DRAW FIT) [드로우핏X깡스타일리스트] 모크넥 니트 티셔츠,https://store.musinsa.com/app/goods/2139132,top,sweater,spring,casual,남,깡스타일리스트 니트티셔츠 모크넥 폴라티 드로우핏×깡스타일리스트 롱슬리브 니트,Female Long Sleeved,니트 티셔츠 깡 스타일 리스트 니트 티셔츠 폴라 티 니트 
659,굿라이프웍스(GLW) 유니섹스 브이넥 니트 베스트 아이보리,https://store.musinsa.com/app/goods/1293410,top,sweater,spring,casual,남,니트베스트 니트조끼 브이넥 조끼 조끼니트 베스트 오버핏니트베스트,Female Long Sleeved Round Neck,유니섹스 니트 베스트 아이보리 니트 베스트 니트 조끼 조끼 조끼 니트 베스트 
660,나이스고스트클럽(NICE GHOST CLUB) 구미 베어 니트 하프 티_블랙(NG2CSUK630A),https://store.musinsa.com/app/goods/2295845,top,sweater,spring,casual,남,기본니트 니트 봄니트 여름니트 니트웨어,Printed Round Neck,나이스 고스트 클럽 구미 베어 니트 하프 티 블랙 기본 니트 니트 봄 니트 여름 니트 니트웨어 
661,수아레(SUARE) 부클 카라 반팔 니트 - 5 COLOR,https://store.musinsa.com/app/goods/2487717,top,sweater,spring,casual,남,니트 반팔티 피케티 카라티 반팔니트 여름니트 카라,Female,수 아 레 부 카라 반팔 니트 니트 반팔 티 피 티 카라 티 반팔 니트 여름 니트 카라 
662,굿라이프웍스(GLW) 유니섹스 브이넥 니트 베스트 블랙,https://store.musinsa.com/app/goods/1293409,top,sweater,spring,casual,남,니트베스트 니트조끼 브이넥 조끼 브이넥니트베스트 오버핏니트베스트 니트,Female Long Sleeved Round Neck,유니섹스 니트 베스트 블랙 니트 베스트 니트 조끼 조끼 니트 
663,드로우핏(DRAW FIT) 에어리 오픈 카라 반팔 니트 [BLACK],https://store.musinsa.com/app/goods/1925477,top,sweater,spring,casual,남,카라티 카라니트 남자카라티 여름니트 반팔니트 니트반팔 오버핏반팔티,Cotton Short Sleeves,에어리 오픈 카라 반팔 니트 카라 티 카라 니트 남자 카라 티 여름 니트 반팔 니트 니트 반팔 
664,필루미네이트(FILLUMINATE) [블랙]SET B-스테디 하프 폴라넥,https://store.musinsa.com/app/goods/876284,top,sweater,spring,casual,남,반목폴라티 폴라티 세트상품 반폴라 세트폴라 니트 목폴라,Female Long Sleeved Round Neck,필 루미 네이트 블랙 하프 폴라 티 세트 상품 폴라 세트 폴라 니트 목 폴라 
665,테이크이지(TAKEASY) 램스울 크루넥 오버니트(블랙),https://store.musinsa.com/app/goods/1191407,top,sweater,spring,casual,남,니트 램스울 오버핏니트 울니트 베이식,Female Long Sleeved,테이크 이지 오버 니트 블랙 니트 니트 베이식 
666,무신사 스탠다드(MUSINSA STANDARD) 미니멀 크루 넥 니트 [블랙],https://store.musinsa.com/app/goods/1628939,top,sweater,spring,casual,남,긴팔니트 유아인착장상품 니트컬렉션 레귤러핏 U넥니트 기본니트 무탠픽업 라운드넥,Long Sleeved Male,신사 미니 멀 크루 니트 블랙 긴팔 니트 유아인 착 장 상품 니트 컬렉션 기본 니트 무태 픽업 
667,드로우핏(DRAW FIT) 오버사이즈 집업 카라 터틀넥 니트 [BLACK],https://store.musinsa.com/app/goods/2226766,top,sweater,spring,casual,남,터틀넥 니트컬렉션 하프집업 니트집업 남자니트 니트 반집업,Long Sleeved Male,오버 사이즈 집 업 카라 터틀넥 니트 터틀넥 니트 컬렉션 하프 집 업 니트 집 업 남자 니트 니트 집 업 
668,엘무드(LMOOD) 화란 세미오버 니트 모카 베이지,https://store.musinsa.com/app/goods/1139099,top,sweater,spring,casual,공용,미니멀 울니트 오버핏니트 겨울니트 니트컬렉션 라운드넥 크루넥,Female Long Sleeved,엘 무드 화란 세미 오버 니트 모카 베이지 미니 멀 니트 겨울 니트 니트 컬렉션 
669,커스텀어클락(COSTUME O’CLOCK) 소프트 베이직 터틀넥 니트 블랙,https://store.musinsa.com/app/goods/655833,top,sweater,spring,casual,남,니트 목폴라 터틀넥 니트컬렉션 라운드넥,Black Female Long Sleeved Round Neck,소프트 베이직 터틀넥 니트 블랙 니트 목 폴라 터틀넥 니트 컬렉션 
670,메인부스(MAINBOOTH) Traveller Oversized Sweater(TEAL GREEN),https://store.musinsa.com/app/goods/2099802,top,sweater,spring,casual,남,스웨터 풀오버 니트 오버핏니트 스트라이프니트 라운드넥 21F/W컬렉션,Female Furry Long Sleeved,메인 부스 스웨터 풀 오버 니트 스트라이프 니트 컬렉션 
671,세터(SATUR) 이비자 네츄럴 메시드 니트 네츄럴 그린,https://store.musinsa.com/app/goods/2032985,top,sweater,spring,casual,공용,니트 여름니트 서머니트 메쉬 윈터시즌오프 깡스타일리스트PICK 반팔니트,Female Long Sleeved,세터 비자 메시 드 니트 그린 니트 여름 니트 서머 니트 메 윈터 시즌 오프 깡 스타일 리스트 반팔 니트 
672,쿠어(COOR) 탑필 울 라운드 니트 (블랙),https://store.musinsa.com/app/goods/1548435,top,sweater,spring,casual,공용,니트 오버사이즈니트 울니트 울라운드니트 쿠어니트 니트컬렉션 쿠어니트컬렉션,Long Sleeved Male Printed Round Neck,쿠어 탑 필 라운드 니트 블랙 니트 오버 사이즈 니트 니트 울 라운드 니트 쿠어 니트 니트 컬렉션 쿠어 니트 컬렉션 
673,블론드나인(BLOND9) 크루넥 리브 니트 스웨터_아이보리,https://store.musinsa.com/app/goods/1710363,top,sweater,spring,casual,남,스웨터 니트 남자니트 오버핏 하찌니트 오버핏니트 라운드넥,Female Round Neck,블론드 나인 니트 스웨터 아이보리 스웨터 니트 남자 니트 하 찌 니트 
674,키뮤어(KIIMUIR) 네트 카라 하프 니트_크림,https://store.musinsa.com/app/goods/2437073,top,sweater,spring,casual,공용,반팔티셔츠 티셔츠 반팔티 피케티 카라니트 반팔니트 카라티,Female Round Neck Short Sleeves,네트 카라 하프 니트 크림 반팔 티셔츠 티셔츠 반팔 티 피 티 카라 니트 반팔 니트 카라 티 
675,키뮤어(KIIMUIR) [WOOL LIKE] 이레귤러 스트라이프 니트 베스트_네이비,https://store.musinsa.com/app/goods/2368787,top,sweater,spring,casual,공용,니트베스트 니트조끼 브이넥 조끼 베스트 오버핏 니트,Female Round Neck,이레 귤 러 스트라이프 니트 베스트 이비 니트 베스트 니트 조끼 조끼 베스트 니트 
676,커스텀어클락(COSTUME O’CLOCK) 쿨 소프트 숏 슬리브 크루넥 니트 블루,https://store.musinsa.com/app/goods/1053033,top,sweater,spring,casual,남,기본니트 라운드니트 반팔니트 베이직니트 스탠다드 여름니트,Round Neck Short Sleeves,쿠 소프트 숏 니트 블루 기본 니트 라운드 니트 반팔 니트 베이직 니트 여름 니트 
677,커스텀어클락(COSTUME O’CLOCK) 쿨 소프트 숏 슬리브 크루넥 니트 블랙,https://store.musinsa.com/app/goods/1053024,top,sweater,spring,casual,남,기본니트 라운드니트 반팔니트 베이직니트 스탠다드 여름니트,Female Round Neck Short Sleeves,쿠 소프트 숏 니트 블랙 기본 니트 라운드 니트 반팔 니트 베이직 니트 여름 니트 
